car_id,brand,model,year,mileage,fuel_type,transmission,sale_month,zip_prefix,price,car_age
2034,Toyota,Model B,2025,8574.0,Petrol,Automatic,1,30,29315,1
2035,Mercedes,Model B,2023,42427.0,Diesel,Manual,12,20,20122,3
2036,Audi,Model A,2020,41405.0,Petrol,Manual,4,1,12457,6
2037,Hyundai,Model B,2011,145525.0,Petrol,Automatic,10,30,2870,15
2038,Audi,Model B,2015,155099.0,Diesel,Automatic,2,10,5493,11
2039,BMW,Model A,2017,93340.0,Petrol,Manual,3,1,5620,9
2040,Dacia,Model A,2018,87793.0,Petrol,Automatic,7,1,1386,8
2041,Audi,Model A,2025,0.0,Diesel,Automatic,9,30,30315,1
2042,VW,Model B,2023,31349.0,Petrol,Automatic,5,10,22716,3
2043,Fiat,Model A,2022,50400.0,Diesel,Automatic,11,20,16039,4
2044,Ford,Model A,2011,172496.0,Petrol,Manual,12,30,3883,15
2045,Hyundai,Model A,2025,,Diesel,Automatic,2,10,21284,1
2046,Dacia,Model B,2025,0.0,Petrol,Automatic,9,30,17140,1
2047,Fiat,Model A,2006,224056.0,Petrol,Manual,2,20,500,20
2048,Ford,Model B,2025,3471.0,Petrol,Manual,5,1,24808,1
2049,Toyota,Model A,2023,30974.0,Hybrid,Automatic,11,30,20960,3
2050,Honda,Model B,2008,62225.0,Petrol,Automatic,5,20,2519,18
2051,Hyundai,Model C,2021,28733.0,Petrol,Automatic,12,10,16620,5
2052,Fiat,Model C,2022,40687.0,Petrol,Automatic,6,1,14279,4
2053,Hyundai,Model B,2015,114387.0,Petrol,Automatic,4,30,1062,11
2054,Ford,Model C,2025,0.0,Hybrid,Automatic,12,30,23864,1
2055,Honda,Model B,2025,487.0,Petrol,Manual,6,10,23819,1
2056,Toyota,Model A,2024,0.0,Petrol,Manual,10,30,25362,2
2057,BMW,Model C,2022,,Petrol,Manual,8,30,20016,4
2058,Hyundai,Model C,2021,8767.0,Diesel,Manual,3,1,7876,5
2059,Audi,Model C,2024,38208.0,Diesel,Manual,7,1,22794,2
2060,Toyota,Model B,2023,32335.0,Petrol,Automatic,1,1,20845,3
2061,Hyundai,Model A,2006,226248.0,Petrol,Automatic,9,20,500,20
2062,BMW,Model B,2022,25991.0,Petrol,Manual,7,20,17940,4
2063,Fiat,Model B,2025,0.0,Petrol,Manual,2,1,20564,1
2064,BMW,Model B,2021,37072.0,Diesel,Automatic,10,20,15119,5
2065,Dacia,Model C,2005,250000.0,Petrol,Automatic,11,10,4939,21
2066,Honda,Model B,2025,14132.0,Diesel,Manual,10,30,25227,1
2067,Mercedes,Model B,2016,117634.0,Petrol,Automatic,5,20,1969,10
2068,VW,Model A,2018,86375.0,Petrol,Automatic,10,1,6658,8
2069,Fiat,Model A,2015,139558.0,Petrol,Automatic,8,10,500,11
2070,Honda,Model B,2020,,Petrol,Automatic,7,10,6306,6
2071,VW,Model C,2025,16277.0,Petrol,Automatic,9,20,23494,1
2072,Dacia,Model C,2022,30231.0,Petrol,Automatic,8,1,12984,4
2073,Audi,Model B,2016,94782.0,Hybrid,Manual,10,20,8045,10
2074,Hyundai,Model B,2025,0.0,Hybrid,Automatic,12,20,26018,1
2075,Toyota,Model C,2025,0.0,Petrol,Manual,10,30,29470,1
2076,Toyota,Model A,2025,9886.0,Petrol,Automatic,6,1,24284,1
2077,Toyota,Model A,2017,25457.0,Hybrid,Automatic,6,10,13381,9
2078,Honda,Model B,2021,32504.0,Diesel,Manual,1,20,10196,5
2079,BMW,Model A,2025,10706.0,Petrol,Manual,2,10,25479,1
2080,Toyota,Model C,2025,4919.0,Diesel,Manual,3,20,19602,1
2081,Honda,Model A,2002,250000.0,Petrol,Automatic,12,10,500,24
2082,Ford,Model B,2006,235688.0,Petrol,Automatic,10,30,1799,20
2083,Ford,Model A,2022,24703.0,Petrol,Manual,2,30,14972,4
2084,Ford,Model A,2025,1141.0,Diesel,Automatic,7,10,26513,1
2085,Toyota,Model A,2022,37876.0,Petrol,Manual,3,20,10848,4
2086,Dacia,Model C,2022,22212.0,Petrol,Automatic,4,1,11308,4
2087,Toyota,Model A,2010,163430.0,Diesel,Manual,8,30,500,16
2088,Audi,Model A,2024,1789.0,Diesel,Manual,8,1,20090,2
2089,Ford,Model C,2025,30548.0,Petrol,Automatic,11,30,18856,1
2090,VW,Model A,2021,41808.0,Petrol,Automatic,3,1,10836,5
2091,BMW,Model B,2025,18493.0,Diesel,Manual,7,1,31438,1
2092,Audi,Model A,2025,0.0,Petrol,Manual,8,1,30597,1
2093,Hyundai,Model A,2016,121332.0,Petrol,Automatic,12,10,5103,10
2094,Honda,Model B,2022,49537.0,Petrol,Automatic,7,10,11414,4
2095,Toyota,Model B,2019,86288.0,Hybrid,Automatic,5,10,10062,7
2096,Dacia,Model A,2025,5817.0,Diesel,Automatic,4,10,20810,1
2097,BMW,Model C,2023,44660.0,Petrol,Automatic,3,10,16094,3
2098,Ford,Model B,2024,17675.0,Petrol,Manual,12,30,18720,2
2099,Toyota,Model B,2025,25702.0,Diesel,Automatic,8,1,26229,1
2100,BMW,Model A,2021,23701.0,Petrol,Manual,4,1,19515,5
2101,Audi,Model C,2025,5224.0,Petrol,Manual,10,1,29663,1
2102,Ford,Model B,2022,40249.0,Petrol,Automatic,4,10,15835,4
2103,BMW,Model C,2015,105952.0,Diesel,Automatic,7,1,500,11
2104,Ford,Model B,2024,20693.0,Petrol,Manual,1,20,20535,2
2105,Dacia,Model B,2025,0.0,Petrol,Automatic,11,1,24655,1
2106,Hyundai,Model A,2020,50187.0,Petrol,Automatic,12,20,6713,6
2107,Toyota,Model A,2025,0.0,Petrol,Manual,11,1,26015,1
2108,Mercedes,Model C,2025,23379.0,Petrol,Automatic,3,10,30266,1
2109,Honda,Model A,2019,68526.0,Petrol,Automatic,11,20,4893,7
2110,Toyota,Model B,2025,32503.0,Petrol,Automatic,5,1,27139,1
2111,Dacia,Model A,2014,144044.0,Petrol,Manual,12,10,2484,12
2112,Dacia,Model A,2016,114721.0,Petrol,Automatic,4,30,3933,10
2113,Toyota,Model C,2016,99206.0,Petrol,Automatic,2,10,5427,10
2114,Mercedes,Model C,2025,0.0,Petrol,Automatic,11,10,28640,1
2115,Fiat,Model A,2024,19844.0,Petrol,Manual,2,30,18956,2
2116,Hyundai,Model C,2015,118927.0,Diesel,Manual,7,20,4823,11
2117,Honda,Model B,2021,27910.0,Diesel,Automatic,5,1,10934,5
2118,Toyota,Model C,2023,1247.0,Petrol,Manual,10,20,21203,3
2119,Honda,Model B,2008,189619.0,Petrol,Automatic,10,10,500,18
2120,Fiat,Model A,2025,27314.0,Petrol,Automatic,10,20,23609,1
2121,Mercedes,Model A,2025,33199.0,Petrol,Manual,1,1,28700,1
2122,Hyundai,Model C,2022,39074.0,Petrol,Automatic,11,30,16833,4
2123,BMW,Model B,2025,2234.0,Petrol,Manual,6,30,31880,1
2124,Fiat,Model A,2021,42955.0,Petrol,Manual,3,1,8871,5
2125,Honda,Model A,2025,0.0,Diesel,Automatic,4,20,27942,1
2126,Audi,Model B,2024,32627.0,Diesel,Manual,12,1,21778,2
2127,BMW,Model A,2024,40103.0,Diesel,Automatic,1,1,22512,2
2128,Ford,Model A,2015,106598.0,Diesel,Automatic,11,20,706,11
2129,Audi,Model B,2025,0.0,Petrol,Manual,12,30,23193,1
2130,Ford,Model A,2021,41252.0,Diesel,Manual,4,10,10094,5
2131,Toyota,Model C,2015,34108.0,Petrol,Automatic,11,20,8485,11
2132,BMW,Model A,2001,250000.0,Petrol,Manual,3,10,1982,25
2133,Honda,Model C,2023,4320.0,Petrol,Manual,1,30,17079,3
2134,Ford,Model B,2022,42997.0,Petrol,Automatic,8,1,13634,4
2135,Honda,Model B,2025,10923.0,Petrol,Manual,9,20,20814,1
2136,Honda,Model B,2025,0.0,Petrol,Automatic,2,20,25872,1
2137,Ford,Model C,2007,229396.0,Hybrid,Automatic,7,20,500,19
2138,Honda,Model A,2025,2214.0,Diesel,Manual,5,20,22223,1
2139,Mercedes,Model B,2016,126256.0,Hybrid,Automatic,1,20,7452,10
2140,Mercedes,Model C,2025,0.0,Diesel,Manual,7,20,33670,1
2141,Mercedes,Model C,2025,,Hybrid,Automatic,8,1,31729,1
2142,VW,Model C,2023,22922.0,Petrol,Automatic,3,10,19773,3
2143,Honda,Model A,2025,0.0,Petrol,Manual,10,20,22237,1
2144,Toyota,Model B,2020,,Petrol,Automatic,1,10,8994,6
2145,Hyundai,Model C,2022,23796.0,Petrol,Automatic,7,10,17282,4
2146,Toyota,Model A,2025,14223.0,Diesel,Manual,4,20,27935,1
2147,Ford,Model C,2021,11219.0,Petrol,Manual,6,30,12887,5
2148,BMW,Model A,2020,47728.0,Petrol,Automatic,12,10,13354,6
2149,VW,Model C,2022,48262.0,Petrol,Automatic,9,30,16062,4
2150,VW,Model C,2025,,Petrol,Automatic,2,1,27165,1
2151,Hyundai,Model C,2020,28931.0,Diesel,Manual,12,30,7564,6
2152,Fiat,Model B,2015,114576.0,Petrol,Automatic,5,30,4540,11
2153,Hyundai,Model A,2025,0.0,Diesel,Automatic,5,30,23687,1
2154,Hyundai,Model A,2025,0.0,Hybrid,Manual,7,30,24370,1
2155,Toyota,Model A,2010,188601.0,Petrol,Automatic,3,1,500,16
2156,Toyota,Model A,2017,109139.0,Hybrid,Automatic,12,20,7888,9
2157,Dacia,Model A,2014,143832.0,Hybrid,Automatic,6,30,2107,12
2158,Fiat,Model B,2020,76631.0,Petrol,Manual,5,1,2286,6
2159,Honda,Model C,2021,66617.0,Diesel,Automatic,3,30,16238,5
2160,Toyota,Model B,2025,0.0,Petrol,Automatic,11,30,25653,1
2161,Fiat,Model C,2024,18756.0,Hybrid,Manual,12,10,18757,2
2162,Toyota,Model A,2024,4055.0,Petrol,Manual,11,30,22051,2
2163,Mercedes,Model C,2020,48788.0,Hybrid,Automatic,3,30,12150,6
2164,Ford,Model C,2025,8406.0,Petrol,Automatic,10,20,28907,1
2165,BMW,Model C,2022,10045.0,Diesel,Automatic,3,10,15654,4
2166,Toyota,Model C,2025,0.0,Petrol,Automatic,1,30,29062,1
2167,Hyundai,Model C,2024,21503.0,Petrol,Automatic,7,30,22215,2
2168,Toyota,Model B,2012,163316.0,Hybrid,Automatic,9,1,1908,14
2169,Dacia,Model A,2024,14050.0,Petrol,Manual,2,30,17320,2
2170,Dacia,Model B,2020,46801.0,Diesel,Automatic,8,1,7916,6
2171,Hyundai,Model A,2024,,Petrol,Automatic,11,1,22375,2
2172,Dacia,Model C,2006,238204.0,Hybrid,Automatic,3,1,1011,20
2173,Honda,Model A,2015,121279.0,Diesel,Manual,6,30,4261,11
2174,Ford,Model C,2025,0.0,Petrol,Automatic,7,10,28023,1
2175,Hyundai,Model C,2017,89621.0,Diesel,Manual,11,1,4327,9
2176,Honda,Model C,2025,12567.0,Petrol,Automatic,10,30,28751,1
2177,Toyota,Model B,2019,91907.0,Diesel,Manual,10,20,8762,7
2178,Ford,Model C,2024,7101.0,Petrol,Automatic,9,30,19850,2
2179,VW,Model B,2024,8254.0,Petrol,Automatic,8,1,22292,2
2180,Hyundai,Model B,2022,33574.0,Diesel,Manual,7,1,8576,4
2181,VW,Model C,2020,64123.0,Petrol,Automatic,5,10,13806,6
2182,VW,Model B,2017,87283.0,Petrol,Automatic,7,20,4005,9
2183,VW,Model B,2003,220587.0,Diesel,Automatic,11,10,500,23
2184,Honda,Model B,2020,77891.0,Petrol,Automatic,8,1,12825,6
2185,Mercedes,Model C,2024,38920.0,Petrol,Manual,12,1,24038,2
2186,Hyundai,Model C,2025,0.0,Petrol,Automatic,2,1,22749,1
2187,BMW,Model C,2025,0.0,Petrol,Automatic,6,30,28940,1
2188,Dacia,Model B,2025,0.0,Petrol,Automatic,3,1,18648,1
2189,Hyundai,Model A,2025,,Petrol,Automatic,5,1,26500,1
2190,VW,Model B,2024,26932.0,Petrol,Automatic,10,10,27449,2
2191,Dacia,Model A,2018,84819.0,Diesel,Automatic,11,30,4048,8
2192,Ford,Model C,2025,0.0,Petrol,Automatic,1,1,22053,1
2193,BMW,Model C,2024,0.0,Petrol,Manual,12,1,16883,2
2194,Ford,Model A,2023,36984.0,Petrol,Automatic,11,10,15207,3
2195,Audi,Model A,2011,53097.0,Petrol,Manual,12,1,758,15
2196,Toyota,Model B,2021,63908.0,Petrol,Manual,5,1,17026,5
2197,Honda,Model C,2022,21477.0,Diesel,Automatic,7,1,18793,4
2198,Hyundai,Model A,2025,27576.0,Petrol,Automatic,3,20,25606,1
2199,Honda,Model B,2023,0.0,Petrol,Automatic,5,1,20384,3
2200,Honda,Model C,2021,58644.0,Petrol,Automatic,2,20,12746,5
2201,Toyota,Model B,2025,0.0,Petrol,Manual,11,30,29267,1
2202,Honda,Model B,2011,156145.0,Diesel,Manual,8,10,2509,15
2203,Audi,Model A,2021,71415.0,Petrol,Automatic,2,10,11446,5
2204,Audi,Model B,2004,250000.0,Petrol,Automatic,11,1,500,22
2205,Hyundai,Model A,2025,0.0,Petrol,Manual,2,20,22653,1
2206,Toyota,Model B,2025,0.0,Hybrid,Automatic,12,1,25716,1
2207,BMW,Model A,2019,73509.0,Petrol,Manual,2,30,12653,7
2208,Toyota,Model B,2025,7712.0,Petrol,Automatic,9,1,29557,1
2209,Ford,Model B,2019,90773.0,Petrol,Automatic,9,1,9419,7
2210,Hyundai,Model B,2025,0.0,Diesel,Manual,10,1,23546,1
2211,Dacia,Model A,2025,0.0,Petrol,Automatic,8,30,18734,1
2212,VW,Model B,2025,2354.0,Petrol,Manual,5,30,26962,1
2213,Toyota,Model C,2001,250000.0,Diesel,Automatic,4,20,500,25
2214,Toyota,Model A,2025,0.0,Petrol,Manual,12,30,25153,1
2215,Mercedes,Model B,2025,4465.0,Hybrid,Manual,6,10,28799,1
2216,Ford,Model C,2020,56803.0,Petrol,Automatic,11,1,8108,6
2217,Honda,Model A,2025,4597.0,Petrol,Automatic,10,10,28950,1
2218,VW,Model B,2019,58583.0,Hybrid,Manual,9,1,9274,7
2219,Audi,Model A,2025,7300.0,Petrol,Manual,12,30,24816,1
2220,Toyota,Model A,2011,148243.0,Diesel,Manual,8,30,500,15
2221,Toyota,Model B,2025,0.0,Diesel,Manual,10,10,31563,1
2222,Hyundai,Model C,2023,20356.0,Petrol,Automatic,11,30,16815,3
2223,Mercedes,Model A,2009,218127.0,Petrol,Manual,1,30,2722,17
2224,Ford,Model B,2018,95772.0,Petrol,Automatic,12,30,1342,8
2225,BMW,Model B,2001,250000.0,Petrol,Automatic,4,30,500,25
2226,Honda,Model A,2022,57256.0,Petrol,Automatic,9,20,14521,4
2227,BMW,Model A,2020,114042.0,Diesel,Manual,12,10,11259,6
2228,Mercedes,Model C,2023,,Petrol,Automatic,10,30,16448,3
2229,Mercedes,Model C,2019,93306.0,Petrol,Manual,3,1,9935,7
2230,Toyota,Model C,2019,87189.0,Petrol,Manual,5,10,3560,7
2231,Toyota,Model A,2025,14940.0,Petrol,Manual,6,1,23381,1
2232,Hyundai,Model B,2004,75000.0,Diesel,Automatic,8,10,500,22
2233,Audi,Model A,2025,0.0,Petrol,Automatic,8,20,27886,1
2234,BMW,Model A,2025,0.0,Petrol,Automatic,10,30,29374,1
2235,Ford,Model A,2024,16796.0,Hybrid,Manual,11,10,16784,2
2236,VW,Model A,2023,21259.0,Petrol,Automatic,2,30,19217,3
2237,Toyota,Model C,2025,4777.0,Petrol,Manual,4,1,20262,1
2238,Ford,Model B,2016,131441.0,Petrol,Automatic,5,10,500,10
2239,Hyundai,Model C,2007,208827.0,Petrol,Manual,1,20,1685,19
2240,Toyota,Model B,2017,91429.0,Petrol,Automatic,6,1,3905,9
2241,Honda,Model C,2025,2614.0,Petrol,Manual,5,1,20961,1
2242,Mercedes,Model A,2003,250000.0,Hybrid,Automatic,7,1,1237,23
2243,BMW,Model C,2023,0.0,Petrol,Automatic,2,30,20704,3
2244,Dacia,Model A,2025,0.0,Petrol,Manual,6,20,14739,1
2245,Toyota,Model B,2025,10310.0,Petrol,Automatic,8,20,29606,1
2246,Audi,Model C,2022,57563.0,Petrol,Manual,11,10,20879,4
2247,Dacia,Model C,2006,210680.0,Petrol,Automatic,10,1,500,20
2248,VW,Model A,2025,0.0,Petrol,Automatic,6,30,25604,1
2249,Ford,Model A,2023,24453.0,Petrol,Automatic,5,10,15647,3
2250,VW,Model A,2011,136866.0,Petrol,Manual,1,10,2586,15
2251,VW,Model B,2009,185325.0,Hybrid,Manual,2,30,795,17
2252,Hyundai,Model A,2025,0.0,Petrol,Automatic,11,1,21848,1
2253,BMW,Model B,2024,32535.0,Petrol,Automatic,11,10,21790,2
2254,Toyota,Model C,2025,0.0,Petrol,Manual,1,20,22048,1
2255,Toyota,Model C,2025,7437.0,Diesel,Manual,12,10,23155,1
2256,BMW,Model B,2023,40702.0,Diesel,Manual,8,1,21632,3
2257,Toyota,Model B,2022,26305.0,Petrol,Manual,11,20,14236,4
2258,Ford,Model A,2021,31920.0,Petrol,Automatic,7,1,10916,5
2259,Mercedes,Model A,2020,,Diesel,Manual,2,1,14618,6
2260,Toyota,Model B,2021,46430.0,Hybrid,Manual,5,1,13544,5
2261,Ford,Model A,2025,5192.0,Petrol,Automatic,6,10,20631,1
2262,Ford,Model B,2023,12351.0,Diesel,Manual,10,30,17176,3
2263,Fiat,Model C,2025,11195.0,Diesel,Manual,11,30,21008,1
2264,Hyundai,Model C,2021,51979.0,Petrol,Manual,10,30,9638,5
2265,Dacia,Model C,2023,18894.0,Petrol,Automatic,6,20,13330,3
2266,Ford,Model B,2024,395.0,Petrol,Automatic,9,20,22986,2
2267,VW,Model C,2023,21226.0,Petrol,Automatic,4,1,27611,3
2268,Fiat,Model A,2025,0.0,Petrol,Automatic,12,30,21884,1
2269,Hyundai,Model C,2017,96876.0,Hybrid,Manual,3,30,2413,9
2270,VW,Model C,2022,37281.0,Petrol,Automatic,10,20,14109,4
2271,Honda,Model B,2010,183925.0,Petrol,Manual,2,30,5464,16
2272,Audi,Model A,2021,74493.0,Petrol,Automatic,4,30,18172,5
2273,Fiat,Model C,2022,34013.0,Petrol,Automatic,10,20,15014,4
2274,Hyundai,Model B,2024,27068.0,Diesel,Automatic,10,30,25780,2
2275,Hyundai,Model B,2025,3443.0,Petrol,Automatic,2,1,24550,1
2276,Mercedes,Model C,2023,20426.0,Petrol,Automatic,9,30,24321,3
2277,Toyota,Model A,2025,0.0,Petrol,Manual,3,20,27550,1
2278,Toyota,Model B,2022,35117.0,Petrol,Manual,12,1,13665,4
2279,Hyundai,Model C,2024,16196.0,Diesel,Automatic,8,30,25151,2
2280,Fiat,Model A,2007,201610.0,Petrol,Automatic,1,30,1567,19
2281,Toyota,Model A,2018,62019.0,Petrol,Manual,3,10,3740,8
2282,VW,Model C,2020,69814.0,Petrol,Manual,3,10,10304,6
2283,BMW,Model B,2022,49471.0,Petrol,Automatic,4,30,19954,4
2284,Toyota,Model C,2004,250000.0,Petrol,Automatic,7,20,500,22
2285,Honda,Model A,2014,134324.0,Petrol,Automatic,3,10,924,12
2286,Hyundai,Model B,2019,83508.0,Petrol,Automatic,6,30,13257,7
2287,Fiat,Model C,2025,10701.0,Petrol,Automatic,3,30,20487,1
2288,Toyota,Model C,2020,71814.0,Petrol,Automatic,9,1,6759,6
2289,Honda,Model A,2022,23106.0,Petrol,Manual,8,30,18190,4
2290,Ford,Model C,2016,91545.0,Petrol,Automatic,8,20,10977,10
2291,Toyota,Model B,2023,18171.0,Petrol,Manual,12,10,16854,3
2292,Dacia,Model B,2019,71739.0,Petrol,Automatic,5,10,5581,7
2293,Fiat,Model B,2016,104371.0,Petrol,Manual,3,1,5471,10
2294,Toyota,Model C,2022,7849.0,Petrol,Manual,12,1,15541,4
2295,Honda,Model A,2000,250000.0,Petrol,Manual,1,30,500,26
2296,Audi,Model B,2000,250000.0,Petrol,Manual,11,10,500,26
2297,Honda,Model B,2017,98590.0,Petrol,Manual,3,30,7349,9
2298,VW,Model B,2003,250000.0,Diesel,Automatic,9,1,570,23
2299,BMW,Model A,2010,144825.0,Petrol,Automatic,6,30,6447,16
2300,Fiat,Model A,2020,52324.0,Petrol,Manual,11,1,7544,6
2301,Ford,Model A,2025,0.0,Petrol,Manual,10,30,21934,1
2302,Dacia,Model A,2023,18955.0,Diesel,Automatic,3,10,18201,3
2303,BMW,Model A,2022,,Diesel,Manual,9,1,13738,4
2304,Hyundai,Model C,2019,93707.0,Petrol,Automatic,3,30,10589,7
2305,Hyundai,Model A,2025,10101.0,Petrol,Automatic,3,30,26713,1
2306,Mercedes,Model B,2021,62370.0,Petrol,Manual,2,10,17917,5
2307,Toyota,Model C,2008,204706.0,Petrol,Automatic,2,1,1392,18
2308,Fiat,Model A,2023,3009.0,Petrol,Automatic,9,30,14681,3
2309,Honda,Model B,2011,136804.0,Diesel,Automatic,12,1,500,15
2310,Toyota,Model A,2020,37058.0,Hybrid,Manual,9,30,9512,6
2311,Fiat,Model B,2022,41396.0,Petrol,Manual,9,1,11748,4
2312,BMW,Model B,2025,476.0,Diesel,Automatic,10,10,30452,1
2313,Honda,Model C,2022,32847.0,Petrol,Automatic,12,30,18625,4
2314,VW,Model A,2025,0.0,Petrol,Automatic,4,30,26798,1
2315,Ford,Model B,2025,30175.0,Petrol,Manual,8,30,17747,1
2316,Audi,Model A,2013,131656.0,Petrol,Manual,3,1,500,13
2317,Ford,Model A,2019,85917.0,Hybrid,Automatic,7,20,11002,7
2318,VW,Model B,2021,48028.0,Diesel,Manual,3,1,1220,5
2319,Ford,Model A,2021,47085.0,Petrol,Manual,1,30,14615,5
2320,VW,Model C,2021,65649.0,Diesel,Automatic,2,1,16466,5
2321,Audi,Model C,2025,21937.0,Diesel,Automatic,12,1,33010,1
2322,Hyundai,Model C,2025,0.0,Petrol,Automatic,1,1,25531,1
2323,Honda,Model B,2023,35988.0,Petrol,Automatic,9,30,15368,3
2324,Dacia,Model A,2020,65458.0,Diesel,Automatic,12,1,8467,6
2325,BMW,Model B,2025,111.0,Diesel,Automatic,5,30,33501,1
2326,Toyota,Model B,2025,,Hybrid,Automatic,9,30,30808,1
2327,Mercedes,Model A,2025,0.0,Petrol,Automatic,5,1,29546,1
2328,Ford,Model C,2000,250000.0,Petrol,Manual,7,30,500,26
2329,Audi,Model A,2024,3290.0,Diesel,Manual,12,30,24784,2
2330,VW,Model A,2005,250000.0,Petrol,Manual,1,1,500,21
2331,Fiat,Model B,2018,82571.0,Diesel,Manual,4,30,7043,8
2332,Audi,Model C,2005,220534.0,Petrol,Manual,2,1,500,21
2333,Mercedes,Model C,2023,13148.0,Petrol,Automatic,7,30,20267,3
2334,Fiat,Model C,2024,0.0,Petrol,Automatic,10,20,17145,2
2335,Toyota,Model B,2011,,Petrol,Automatic,12,20,500,15
2336,Honda,Model A,2021,,Petrol,Automatic,2,30,15513,5
2337,Audi,Model A,2021,45957.0,Diesel,Manual,1,1,17376,5
2338,Toyota,Model C,2020,89702.0,Petrol,Automatic,2,20,8218,6
2339,Audi,Model C,2012,164623.0,Petrol,Manual,12,1,500,14
2340,VW,Model A,2021,,Hybrid,Automatic,5,1,14693,5
2341,Honda,Model B,2025,0.0,Petrol,Automatic,4,20,28286,1
2342,Hyundai,Model C,2007,210530.0,Petrol,Manual,10,1,500,19
2343,Toyota,Model C,2008,196700.0,Petrol,Automatic,2,20,500,18
2344,Honda,Model C,2020,48208.0,Petrol,Automatic,5,10,12214,6
2345,Audi,Model B,2025,0.0,Petrol,Automatic,2,10,36691,1
2346,Dacia,Model A,2024,0.0,Hybrid,Automatic,12,1,15895,2
2347,Honda,Model B,2024,0.0,Petrol,Manual,4,10,19762,2
2348,Mercedes,Model A,2020,73111.0,Diesel,Manual,4,20,12277,6
2349,Audi,Model A,2023,21856.0,Petrol,Automatic,8,30,25223,3
2350,BMW,Model B,2001,250000.0,Hybrid,Manual,1,10,500,25
2351,BMW,Model B,2024,11918.0,Petrol,Manual,9,30,23396,2
2352,Honda,Model A,2025,17510.0,Petrol,Automatic,6,1,27553,1
2353,Toyota,Model B,2023,24063.0,Diesel,Automatic,3,20,21357,3
2354,Dacia,Model B,2025,8105.0,Diesel,Manual,7,30,17451,1
2355,Mercedes,Model B,2025,0.0,Petrol,Manual,12,1,27141,1
2356,Hyundai,Model B,2012,146720.0,Petrol,Automatic,11,1,500,14
2357,Toyota,Model C,2025,5309.0,Petrol,Automatic,12,1,26389,1
2358,Audi,Model B,2006,250000.0,Petrol,Automatic,12,1,500,20
2359,Dacia,Model A,2022,57446.0,Diesel,Automatic,11,20,9122,4
2360,Hyundai,Model B,2014,140742.0,Petrol,Automatic,5,1,4537,12
2361,Ford,Model C,2001,250000.0,Petrol,Manual,10,1,500,25
2362,VW,Model A,2021,69016.0,Petrol,Manual,5,1,15524,5
2363,Dacia,Model C,2019,83920.0,Hybrid,Manual,6,10,7225,7
2364,Ford,Model A,2022,1595.0,Diesel,Automatic,11,30,16203,4
2365,Mercedes,Model C,2023,8191.0,Petrol,Automatic,3,20,24576,3
2366,BMW,Model C,2004,250000.0,Diesel,Automatic,4,10,500,22
2367,VW,Model C,2012,129195.0,Diesel,Automatic,12,10,500,14
2368,VW,Model B,2023,10536.0,Petrol,Automatic,9,20,18070,3
2369,VW,Model A,2020,49502.0,Petrol,Automatic,1,1,9302,6
2370,Mercedes,Model A,2025,0.0,Diesel,Automatic,2,30,30976,1
2371,Dacia,Model A,2024,7688.0,Petrol,Manual,8,30,16555,2
2372,Ford,Model B,2025,0.0,Diesel,Manual,10,10,23086,1
2373,Ford,Model C,2024,24379.0,Petrol,Automatic,10,10,26235,2
2374,BMW,Model B,2021,44021.0,Hybrid,Manual,6,30,17104,5
2375,Dacia,Model B,2024,6230.0,Petrol,Manual,4,1,12953,2
2376,Ford,Model B,2019,51762.0,Petrol,Automatic,10,20,7842,7
2377,Ford,Model A,2020,75365.0,Diesel,Automatic,12,30,9518,6
2378,Dacia,Model B,2025,0.0,Petrol,Manual,6,10,18949,1
2379,Fiat,Model C,2021,31694.0,Petrol,Automatic,2,1,12415,5
2380,Audi,Model A,2025,3196.0,Petrol,Manual,8,30,34214,1
2381,Dacia,Model B,2025,0.0,Petrol,Automatic,1,10,22251,1
2382,VW,Model B,2025,0.0,Petrol,Automatic,8,10,27678,1
2383,BMW,Model A,2025,3876.0,Petrol,Automatic,3,10,32377,1
2384,Audi,Model B,2021,43102.0,Diesel,Manual,7,20,15603,5
2385,Toyota,Model B,2020,,Petrol,Manual,8,20,9336,6
2386,Ford,Model B,2023,22877.0,Petrol,Automatic,6,10,19719,3
2387,VW,Model C,2020,69267.0,Petrol,Automatic,11,30,10497,6
2388,Audi,Model A,2023,0.0,Hybrid,Automatic,5,1,23387,3
2389,Hyundai,Model C,2025,0.0,Diesel,Manual,2,30,20056,1
2390,Hyundai,Model C,2024,0.0,Petrol,Manual,6,10,18712,2
2391,Ford,Model B,2020,45684.0,Petrol,Automatic,12,1,6285,6
2392,Fiat,Model C,2015,126233.0,Petrol,Manual,12,1,1738,11
2393,Hyundai,Model B,2021,63533.0,Petrol,Manual,4,30,9079,5
2394,Audi,Model A,2014,137169.0,Petrol,Automatic,4,30,2590,12
2395,Hyundai,Model C,2025,0.0,Petrol,Automatic,7,30,25527,1
2396,Dacia,Model C,2020,50537.0,Petrol,Automatic,9,20,7144,6
2397,Mercedes,Model A,2015,136703.0,Petrol,Manual,12,20,500,11
2398,Dacia,Model B,2002,250000.0,Petrol,Automatic,8,10,645,24
2399,BMW,Model B,2024,14025.0,Petrol,Manual,11,20,23186,2
2400,Honda,Model C,2024,26090.0,Petrol,Manual,9,1,19896,2
2401,Hyundai,Model A,2020,65150.0,Diesel,Manual,2,10,12844,6
2402,Hyundai,Model A,2007,227332.0,Petrol,Automatic,12,1,500,19
